SampleID,ASM,PacBio_FQ_PATH,ASM_SampleID,pid,Original_ID,numContigs,circContigLength,Flye_Cov,Flye_Coll2014,Flye_PP_Coll2014,NumPilonChanges,PacBio_ID,Illumina_ID,Illumina_F2,Illumina_Coll2014,Lineage
MFS-359,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0104-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0104-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2044--bc2044.hifi_reads.fastq.gz,MFS-359,T0104,S0104-01,1,4415288.0,104,2.2.1.1,2.2.1.1,0,MFS-359,MFS-359,0.0104655652421305,2.2.1.1,2
MFS-470,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0377-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0377-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2026--bc2026.hifi_reads.fastq.gz,MFS-470,T0377,S0377-01,1,4404997.0,28,4.1.1.1,4.1.1.1,2,MFS-470,MFS-470,0.0086297131957851,4.1.1.1,4
MFS-411,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0338-07/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0338-07.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2053--bc2053.hifi_reads.fastq.gz,MFS-411,T0338,S0338-07,1,4417676.0,145,4.3.2.1,4.3.2.1,0,MFS-411,MFS-411,0.0077619663648124,4.3.2.1,4
MFS-410,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0338-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0338-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2052--bc2052.hifi_reads.fastq.gz,MFS-410,T0338,S0338-01,1,4417867.0,156,4.3.2.1,4.3.2.1,0,MFS-410,MFS-410,0.0074467873285148,4.3.2.1,4
MFS-454,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0366-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0366-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2024--bc2024.hifi_reads.fastq.gz,MFS-454,T0366,S0366-01,1,4415407.0,156,2.2.1,2.2.1,0,MFS-454,MFS-454,0.0108290431386472,2.2.1,2
MFS-455,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0366-06/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0366-06.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2037--bc2037.hifi_reads.fastq.gz,MFS-455,T0366,S0366-06,1,4415408.0,93,2.2.1,2.2.1,1,MFS-455,MFS-455,0.0088253834839251,2.2.1,2
MFS-401,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0333-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0333-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2051--bc2051.hifi_reads.fastq.gz,MFS-401,T0333,S0333-01,1,4420231.0,77,4.3.2.1,4.3.2.1,0,MFS-401,MFS-401,0.0085762264603574,4.3.2.1,4
MFS-399,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0332-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0332-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2049--bc2049.hifi_reads.fastq.gz,MFS-399,T0332,S0332-01,1,4416519.0,60,2.2.1.1,2.2.1.1,0,MFS-399,MFS-399,0.0102625298329355,2.2.1.1,2
MFS-400,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0332-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0332-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2050--bc2050.hifi_reads.fastq.gz,MFS-400,T0332,S0332-08,1,4416519.0,68,2.2.1.1,2.2.1.1,0,MFS-400,MFS-400,0.0110135046545168,2.2.1.1,2
MFS-443,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0358-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0358-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2064--bc2064.hifi_reads.fastq.gz,MFS-443,T0358,S0358-01,1,4413511.0,97,2.2.1.1,2.2.1.1,0,MFS-443,MFS-443,0.0107105667674914,2.2.1.1,2
MFS-398,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0331-07/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0331-07.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2048--bc2048.hifi_reads.fastq.gz,MFS-398,T0331,S0331-07,1,4415404.0,155,2.2.1,2.2.1,0,MFS-398,MFS-398,0.0102244389027431,2.2.1,2
MFS-397,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0331-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0331-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2047--bc2047.hifi_reads.fastq.gz,MFS-397,T0331,S0331-01,1,4415404.0,136,2.2.1,2.2.1,0,MFS-397,MFS-397,0.0097491380335275,2.2.1,2
MFS-482,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0390-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0390-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2027--bc2027.hifi_reads.fastq.gz,MFS-482,T0390,S0390-01,1,4396875.0,33,4.3.3,4.3.3,1,MFS-482,MFS-482,0.0060412481392088,4.3.3,4
MFS-381,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0227-07/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0227-07.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2087--bc2087.hifi_reads.fastq.gz,MFS-136,T0227,S0227-07,1,4404783.0,121,4.1.1.1,4.1.1.1,48,MFS-241,MFS-136,0.0079644112793284,4.1.1.1,4
MFS-368,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0124-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0124-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2045--bc2045.hifi_reads.fastq.gz,MFS-368,T0124,S0124-01,1,4419889.0,89,2.2.1,2.2.1,0,MFS-368,MFS-368,0.0109573016182491,2.2.1,2
MFS-429,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0349-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0349-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2060--bc2060.hifi_reads.fastq.gz,MFS-429,T0349,S0349-01,1,4408211.0,59,4.1.2.1,4.1.2.1,4,MFS-429,MFS-429,0.0104882961728137,4.1.2.1,4
MFS-377,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0198-02/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0198-02.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230928_115158.bc2046--bc2046.hifi_reads.fastq.gz,MFS-377,T0198,S0198-02,1,4416530.0,173,2.2.1.1,2.2.1.1,0,MFS-377,MFS-377,0.1084341942247212,2.2.1.1,2
MFS-113,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0198-07/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0198-07.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2095--bc2095.hifi_reads.fastq.gz,MFS-113,T0198,S0198-07,1,4415311.0,205,2.2.1.1,2.2.1.1,0,MFS-252,MFS-113,0.0098417515716453,2.2.1.1,2
MFS-83,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0165-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0165-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2066--bc2066.hifi_reads.fastq.gz,MFS-83,T0165,S0165-01,1,4405060.0,87,4.1.1.1,4.1.1.1,1,MFS-230,MFS-83,0.0088780572721733,4.1.1.1,4
MFS-157,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0245-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0245-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2090--bc2090.hifi_reads.fastq.gz,MFS-157,T0245,S0245-08,1,4412611.0,136,2.2.1.1,2.2.1.1,3,MFS-244,MFS-157,0.0110412553257819,2.2.1.1,2
MFS-156,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0245-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0245-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2089--bc2089.hifi_reads.fastq.gz,MFS-156,T0245,S0245-01,1,4412616.0,93,2.2.1.1,2.2.1.1,74,MFS-243,MFS-156,0.0105331388753848,2.2.1.1,2
MFS-105,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0186-06/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0186-06.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2057--bc2057.hifi_reads.fastq.gz,MFS-105,T0186,S0186-06,1,4415868.0,57,4.8,4.8,0,MFS-235,MFS-105,0.0077881619937694,4.8,4
MFS-104,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0186-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0186-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2070--bc2070.hifi_reads.fastq.gz,MFS-104,T0186,S0186-01,1,4415868.0,107,4.8,4.8,0,MFS-234,MFS-104,0.0099063078116607,4.8,4
MFS-60,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0123-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0123-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set1/TRUST.bc2012.ccs.fastq.gz,MFS-60,T0123,S0123-01,1,4402640.0,57,4.4.1.1,4.4.1.1,1,MFS-60,MFS-60,0.0090299448907775,4.4.1.1,4
MFS-61,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0123-07/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0123-07.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set1/TRUST.bc2013.ccs.fastq.gz,MFS-61,T0123,S0123-07,1,4402308.0,70,4.4.1.1,4.4.1.1,0,MFS-61,MFS-61,0.0087948252383113,4.4.1.1,4
MFS-44,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0077-06/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0077-06.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2080--bc2080.hifi_reads.fastq.gz,MFS-44,T0077,S0077-06,1,4421214.0,141,4.1.2.1,4.1.2.1,0,MFS-213,MFS-44,0.0214976539308627,4.1.2.1,4
MFS-28,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0049-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0049-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2032--bc2032.hifi_reads.fastq.gz,MFS-28,T0049,S0049-01,1,4405000.0,146,4.1.1.1,4.1.1.1,0,MFS-203,MFS-28,0.00866978863435,4.1.1.1,4
MFS-29,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0049-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0049-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2074--bc2074.hifi_reads.fastq.gz,MFS-29,T0049,S0049-08,1,4405000.0,132,4.1.1.1,4.1.1.1,0,MFS-204,MFS-29,0.0087818192606657,4.1.1.1,4
MFS-34,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0055-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0055-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2076--bc2076.hifi_reads.fastq.gz,MFS-34,T0055,S0055-08,1,4416489.0,144,2.2.1.1,2.2.1.1,1,MFS-206,MFS-34,0.0118104495747266,2.2.1.1,2
MFS-33,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0055-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0055-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2075--bc2075.hifi_reads.fastq.gz,MFS-33,T0055,S0055-01,1,4416489.0,132,2.2.1.1,2.2.1.1,0,MFS-205,MFS-33,0.0101261402819606,2.2.1.1,2
MFS-25,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0045-07/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0045-07.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2073--bc2073.hifi_reads.fastq.gz,MFS-26,T0045,S0045-07,1,4421638.0,174,4.3.2.1,4.3.2.1,1,MFS-196,MFS-26,0.0105383467968462,4.3.2.1,4
MFS-70,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0141-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0141-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2041--bc2041.hifi_reads.fastq.gz,MFS-70,T0141,S0141-01,1,4414469.0,97,2.2.1,2.2.1,3,MFS-228,MFS-70,0.0121729128726157,2.2.1,2
MFS-27,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0047-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0047-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2023--bc2023.hifi_reads.fastq.gz,MFS-27,T0047,S0047-01,1,4412771.0,116,4.8,4.8,0,MFS-202,MFS-27,0.0084480865084058,4.8,4
MFS-137,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0229-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0229-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2013--bc2013.hifi_reads.fastq.gz,MFS-137,T0229,S0229-01,1,4405104.0,45,4.1.1.1,4.1.1.1,0,MFS-137,MFS-137,0.0089815762538382,4.1.1.1,4
MFS-32,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0053-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0053-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set6/m64142_250205_154304.bc2009--bc2009.hifi_reads.fastq.gz,MFS-32,T0053,S0053-01,1,4415290.0,51,2.2.1.1,2.2.1.1,0,MFS-32,MFS-32,0.0115904390900783,2.2.1.1,2
MFS-41,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0070-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0070-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2035--bc2035.hifi_reads.fastq.gz,MFS-41,T0070,S0070-01,1,4424396.0,136,2.2.1,2.2.1,2,MFS-211,MFS-41,0.0120936532507739,2.2.1,2
MFS-42,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0070-08/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0070-08.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set1/TRUST.bc2002.ccs.fastq.gz,MFS-42,T0070,S0070-08,1,4424401.0,69,2.2.1,2.2.1,1,MFS-42,MFS-42,0.0135771218175351,2.2.1,2
MFS-63,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0130-07/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0130-07.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2072--bc2072.hifi_reads.fastq.gz,MFS-63,T0130,S0130-07,1,4415289.0,136,2.2.1.1,2.2.1.1,0,MFS-225,MFS-63,0.0126618567537866,2.2.1.1,2
MFS-52,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0085-07/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0085-07.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set1/TRUST.bc2007.ccs.fastq.gz,MFS-52,T0085,S0085-07,1,4417850.0,38,2.2.1.1,2.2.1.1,2,MFS-52,MFS-52,0.0101477320998725,2.2.1.1,2
MFS-51,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0085-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0085-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set1/TRUST.bc2006.ccs.fastq.gz,MFS-51,T0085,S0085-01,1,4417383.0,39,2.2.1.1,2.2.1.1,1,MFS-51,MFS-51,0.0100889702439232,2.2.1.1,2
MFS-65,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0131-09/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0131-09.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2086--bc2086.hifi_reads.fastq.gz,MFS-65,T0131,S0131-09,1,4416507.0,113,2.2.1.1,2.2.1.1,1,MFS-227,MFS-65,0.0124290103342333,2.2.1.1,2
MFS-64,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0131-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0131-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set2_221127/demultiplex.bc2042--bc2042.hifi_reads.fastq.gz,MFS-64,T0131,S0131-01,1,4416507.0,96,2.2.1.1,2.2.1.1,1,MFS-226,MFS-64,0.0116916859122401,2.2.1.1,2
MFS-116,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0200-07/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0200-07.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2096--bc2096.hifi_reads.fastq.gz,MFS-116,T0200,S0200-07,1,4416501.0,169,2.2.1.1,2.2.1.1,3,MFS-253,MFS-116,0.0103588605253422,2.2.1.1,2
MFS-181,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0262-02/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0262-02.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set1/TRUST.bc2020.ccs.fastq.gz,MFS-181,T0262,S0262-02,1,4402641.0,44,4.4.1.1,4.4.1.1,0,MFS-181,MFS-181,0.0094869992972593,4.4.1.1,4
MFS-54,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0089-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0089-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set1/TRUST.bc2008.ccs.fastq.gz,MFS-54,T0089,S0089-01,1,4415290.0,40,2.2.1.1,2.2.1.1,1,MFS-54,MFS-54,0.0101115443910401,2.2.1.1,2
MFS-80,/n/data1/hms/dbmi/farhat/rollingDB/TRUST/PacBio_Illumina_hybridASM/S0161-01/FlyeAssembly_I3_PilonPolishing/pilon_IllPE_Polishing_I3_Asm_ChangeSNPsINDELsOnly/S0161-01.Flye.I3Asm.PilonPolished.fasta,/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_231017/m64142_230421_105523.bc2074--bc2074.hifi_reads.fastq.gz,MFS-80,T0161,S0161-01,1,4412597.0,45,2.2.1.1,2.2.1.1,1,MFS-193,MFS-80,0.0105413614436305,2.2.1.1,2
