Coll2014,Freschi2020,Lipworth2019,Shitikov2017,Stucki2016,ROLLINGDB_ID,Lineage,F2
4.8,4.2.1.1.1.1.1.1.i1,"stype,indo_oceanic",,4.10/PGG3,SAMEA1117601,4,0.0864123957091776
3,3.2.2,"east_african_indian,ethiopian",,,SAMEA1117602,3,0.1516932414856207
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMEA1117603,1,0.0231389383310648
4.3.4.2,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,SAMEA1117605,4,0.0048953931773678
4.1.2.1,4.1.i1.1.1.1,"east_african_indian,haarlem",,4.1.2/Haarlem,SAMEA1117606,4,0.0161876832844574
1.1.2,1.1.2,indo_oceanic,,,SAMEA1117607,1,0.022206800832755
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMEA1117608,4,0.0234923710341487
1.1.2,1.1.2,indo_oceanic,,,SAMEA1117609,1,0.0316476560954704
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117610,4,0.0061655205122124
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117611,3,0.0181204476816486
3.1.1,3.1.1.i1,"east_african_indian,ghana",,,SAMEA1117612,3,0.0162865235539654
2.2.1,2.2.1.1.1,beijing,"lin2.2.1,asian_african_2",,SAMEA1117613,2,0.0098615399940233
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117614,3,0.0098773841961852
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMEA1117615,1,0.0173314339981006
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117616,3,0.0150206291903042
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117617,4,0.010924872792577
4.4,4.2.1.2.2.2,stype,,4,SAMEA1117618,4,0.0053120849933598
4.3.2,4.2.1.2.1.1.i1,"lam,pinipedii",,4.3/LAM,SAMEA1117619,4,0.0101887111788101
3,3.1.1,"east_african_indian,canetti,ghana",,,SAMEA1117620,3,0.0231960799810321
4.2.1,4.2.2.2.1,"ural,canetti",,4,SAMEA1117621,4,0.0215416315444413
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117622,3,0.0105795768169273
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117624,4,0.0088881143255489
2.2.1.1,2.2.1.1.1,beijing,"lin2.2.1,pacific_RD150",,SAMEA1117625,2,0.0101402972635088
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117626,3,0.0093896713615023
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117627,4,0.0180725932656873
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117628,4,0.0290900049726504
2.2.1,2.2.1.1.1,"beijing,canetti",lin2.2.1,,SAMEA1117629,2,0.0160068846815834
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMEA1117632,4,0.013535990823057
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117633,4,0.0146191822844269
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117635,3,0.0122223021065497
3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,SAMEA1117636,3,0.0122032924961715
3,3.1.1,east_african_indian,,,SAMEA1117637,3,0.0379595846197024
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117638,3,0.0103307657453556
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117639,3,0.0185576697204604
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMEA1117640,4,0.017581154840563
1.2.2,1.2.2.1,"indo_oceanic,ghana",,,SAMEA1117641,1,0.0263511245384357
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117642,3,0.0132084345849337
3,3.1.1,"east_african_indian,mungi,canetti",,,SAMEA1117643,3,0.011995060857294
3,3.1.1,"east_african_indian,indo_oceanic,mungi",,,SAMEA1117644,3,0.0081918477901829
2.2.1,2.2.1.1.1,"beijing,mungi",lin2.2.1,,SAMEA1117645,2,0.0170240137221269
4.1.1.2,4.1.i1.2.1,"xtype,canetti",,4,SAMEA1117646,4,0.0215986493566979
3,3.1.1,"east_african_indian,ghana,pinipedii",,,SAMEA1117647,3,0.0226908373412258
2.2.1,2.2.1.1.1,beijing,"europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1117648,2,0.0136575616255829
2.2.1,2.2.1.1.1,beijing,"lin2.2.1,asia_ancestral_3",,SAMEA1117649,2,0.0113139912624621
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMEA1117650,1,0.0242875193036641
3,3.1.2,"east_african_indian,mungi",,,SAMEA1117651,3,0.0162060730126236
4.1.1.1,4.1.i1.2.1,xtype,,4,SAMEA1117652,4,0.009849990963311
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117653,3,0.0112099768794226
1.2.2,1.2.2.1,"indo_oceanic,ghana,stype",,,SAMEA1117654,1,0.0190988669521391
3.1.2.1,3.1.1.i2,"east_african_indian,ghana,mungi",,,SAMEA1117656,3,0.0147201777530898
4.3.1,4.2.1.2.1.1.i2,lam,,4.3/LAM,SAMEA1117657,4,0.0055062255072176
3.1.1,3.1.1.i1,east_african_indian,,,SAMEA1117658,3,0.0151478720846357
1.1.2,1.1.2,"indo_oceanic,canetti,east_african_indian",,,SAMEA1117659,1,0.0276270350271336
3,3.1.1,"east_african_indian,ghana,ethiopian,canetti",,,SAMEA1117660,3,0.0156108133438772
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117661,4,0.0068997048921401
2.2.1,2.2.1.1.1,"beijing,mungi","asian_african_1,lin2.2.1",,SAMEA1117662,2,0.0127501924557351
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117663,3,0.0151478720846357
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMEA1117664,4,0.0222720994475138
4.1.1.2,4.1.i1.2.1,xtype,,4,SAMEA1117665,4,0.0196021908330931
4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,SAMEA1117667,4,0.0042215186357829
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117669,4,0.0078887873394583
1.2.2,1.2.2.1,"indo_oceanic,mungi",,,SAMEA1117670,1,0.0164347650736035
4.7,4,,,4.10/PGG3,SAMEA1117671,4,0.0047846889952153
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117672,3,0.0113711490149411
4.1,4.1.i1.2.1,"xtype,canetti",,4,SAMEA1117674,4,0.0232059282371294
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1117675,4,0.0064687975646879
3,3.1.1,"east_african_indian,mungi",,,SAMEA1117677,3,0.0081729950621488
4.6.2.2,4.2.1.1.1.2.1.1.1.1.2,cameroon,,4.6.2/Cameroon,SAMEA1117678,4,0.0093179276928811
1.2.1,1.2.1.2,"indo_oceanic,mungi",,,SAMEA1117679,1,0.0072030651340996
"2.2.1,3","3.1.1,2.2.1.1.1","east_african_indian,beijing","lin2.2.1,asian_african_2",,SAMEA1117680,"2,3",0.3059650559650559
4.2.2,4.2.2.1,tur,,4,SAMEA1117682,4,0.0253767730496453
4.6.2.2,4.2.1.1.1.2.1.1.1.1.1,cameroon,,4.6.2/Cameroon,SAMEA1117683,4,0.0098054846938775
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117684,4,0.0173764724694845
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117685,4,0.025689307330195
2.2.1.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,pacific_RD150",,SAMEA1117687,2,0.013800487775861
1.1.2,1.1.2,indo_oceanic,,,SAMEA1117688,1,0.013433257918552
3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,SAMEA1117689,3,0.0136619524921049
"1.1.2,4.8","4.2.1.1.1.1.1.1.i1,1.1.2","indo_oceanic,mungi",,,SAMEA1117690,"1,4",0.3588837765843791
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117691,3,0.0086362464552719
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMEA1117692,4,0.0230183454482519
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMEA1117694,4,0.0127499275572297
3.1.2,3.1.1.i2,"east_african_indian,ghana",,,SAMEA1117695,3,0.0123730594140305
4.1.2,4.1.i1.1.1.1,haarlem,,4,SAMEA1117696,4,0.0192866030692658
4.3.2,4.2.1.2.1.1.i1,"lam,pinipedii",,4.3/LAM,SAMEA1117697,4,0.0085485521642285
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117698,4,0.0207121577528727
4.8,4.2.1.1.1.1.1.1.i1,"haarlem,mungi",,4.10/PGG3,SAMEA1117699,4,0.0136585365853658
4.6.1,4.2.1.1.1.2.2.1.1.1.1,"uganda,canetti",,4.6.1/Uganda,SAMEA1117700,4,0.0189287152637937
3.1.1,3.1.1.i1,"east_african_indian,canetti",,,SAMEA1117701,3,0.0130496961029674
4.3.4.2,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,SAMEA1117702,4,0.0072064229057844
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117703,4,0.0072312083729781
4.6.2.2,4.2.1.1.1.2.1.1.1.1.1,cameroon,,4.6.2/Cameroon,SAMEA1117707,4,0.0073148254809353
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1117708,4,0.0049597855227882
4.6.2.2,4.2.1.1.1.2.1.1.1.1.1,"cameroon,canetti",,4.6.2/Cameroon,SAMEA1117709,4,0.0147027027027027
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMEA1117710,4,0.0158817086527929
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117711,4,0.009174739195231
4.6,4.2.1.1.1.2.2.1.1.2,uganda,,4,SAMEA1117712,4,0.0091449237923017
5,5,"westafrican1,mungi",,,SAMEA1117713,5,0.0266037083957157
BOV_AFRI,,"orygis,mungi",,,SAMEA1117714,BOV_AFRI,0.0159185287719992
1.1.3,1.1.1.2,"indo_oceanic,mungi",,,SAMEA1117715,1,0.0245238095238095
4.8,4.2.1.1.1.1.1.1.i1,indo_oceanic,,4.10/PGG3,SAMEA1117718,4,0.0083540527100944
3.1.2,3.1.1.i2,"east_african_indian,ghana,mungi",,,SAMEA1117719,3,0.0102057478772044
2.2.1,2.2.1.1.1,"beijing,orygis,mungi","lin2.2.1,asian_african_3",,SAMEA1117720,2,0.0203575203345434
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117721,3,0.0129807024850756
4.2.1,4.2.2.2.2,"ural,canetti",,4,SAMEA1117722,4,0.0096489427222336
2.2.1.1,2.2.1.1.1,"beijing,mungi,stype","lin2.2.1,pacific_RD150",,SAMEA1117723,2,0.013727560718057
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117724,3,0.0101683329060924
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMEA1117725,1,0.0184653774173424
3,3.1.1,east_african_indian,,,SAMEA1117726,3,0.012760241773002
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asia_ancestral_3",,SAMEA1117727,2,0.0097111399764953
3.1.1,3.1.1.i1,"east_african_indian,ghana,canetti",,,SAMEA1117728,3,0.0163970653230796
4.4.1.1,4.2.1.2.2.1.1,stype,,4,SAMEA1117729,4,0.008556599803619
2.2.1,2.2.1.1.1,"beijing,canetti",lin2.2.1,,SAMEA1117731,2,0.0121562952243125
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117732,3,0.0137425404944586
2.2.1,2.2.1.1.1.i3,beijing,"lin2.2.1,central_asia",,SAMEA1117733,2,0.0211053857556292
3,3.1.1,"east_african_indian,mungi",,,SAMEA1117735,3,0.0114140773620798
1.1.2,1.1.2,"indo_oceanic,stype,mungi",,,SAMEA1117736,1,0.0316166883963494
3,3.2.1,"east_african_indian,ghana",,,SAMEA1117737,3,0.0086218158066623
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117739,3,0.0126126126126126
4.1.1.1,4.1.i1.2.1,"xtype,stype",,4,SAMEA1117740,4,0.0119047619047619
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117741,4,0.0185582953862015
1.1.2,1.1.2,"indo_oceanic,beijing,mungi",,,SAMEA1117742,1,0.0263433249215239
2.2.1,2.2.1.1.1,beijing,lin2.2.1,,SAMEA1117743,2,0.018296320848525
3,3.1.1,"east_african_indian,dassie,ghana",,,SAMEA1117744,3,0.0182962529274004
3.1.2.2,3.1.1.i2,"east_african_indian,ghana,canetti",,,SAMEA1117745,3,0.0165612630237954
3.1.2.2,3.1.1.i2,"east_african_indian,canetti,mungi",,,SAMEA1117746,3,0.0147166544582806
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117747,4,0.0112949829261886
3.1.2.1,3.1.1.i2,"east_african_indian,ghana,canetti,mungi",,,SAMEA1117748,3,0.0236790177592633
4.5,4.2.1.1.2,beijing,,4.5,SAMEA1117749,4,0.0067378591406051
3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,SAMEA1117750,3,0.0154975530179445
4.3.4.2.1,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,SAMEA1117752,4,0.0081369248035914
3,3.1.1,east_african_indian,,,SAMEA1117753,3,0.0120737694042722
4.4.2,4.2.1.2.2.2,stype,,4,SAMEA1117754,4,0.0079490063742032
"2.2.1,4.8","4.2.1.1.1.1.1.1.i1,2.2.1.1.1","beijing,mungi",lin2.2.1,,SAMEA1117756,"2,4",0.3711217183770883
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMEA1117757,4,0.0267626080919017
3,3.1.1,east_african_indian,,,SAMEA1117758,3,0.009369832812787
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117759,4,0.0226781857451403
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117760,3,0.0149846930554809
3,3.1.1,"east_african_indian,indo_oceanic,ghana,mungi",,,SAMEA1117761,3,0.0127638190954773
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117762,4,0.0176403807527726
4.3.3,4.2.1.2.1.1.i4.1,"lam,canetti",,4.3/LAM,SAMEA1117763,4,0.0083824195740824
4.3.1,4.2.1.2.1.1.i2,lam,,4.3/LAM,SAMEA1117764,4,0.0056313287869394
1.1.2,1.1.2,"indo_oceanic,mungi",,4.10/PGG3,SAMEA1117765,1,0.0223456211948886
4.2.2,4.2.2.1,tur,,4,SAMEA1117766,4,0.0184966058416889
4.2.2,4.2.2.1,tur,,4,SAMEA1117767,4,0.0261972676775258
4.3.4.2,4.2.1.2.1.1.i3.1,lam,,4.3/LAM,SAMEA1117768,4,0.0062195651125789
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMEA1117769,1,0.0194186689608554
4.1.1.2,4.1.i1.2.1,xtype,,4,SAMEA1117770,4,0.0286695372540469
4.6,4.2.1.1.1.2.2.1.2,"uganda,westafrican1",,4,SAMEA1117771,4,0.0122013218098627
2.2.1,2.2.1.1.1,"beijing,mungi","europe/russia_B0/W148_outbreak,lin2.2.1",,SAMEA1117772,2,0.0136177939173853
2.2.1,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_3",,SAMEA1117773,2,0.012528047868362
4.2.1,4.2.2.2.1,ural,,4,SAMEA1117774,4,0.0342375366568915
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117775,3,0.010418057967143
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMEA1117776,1,0.0353038788633063
2.2.1.2,2.2.1.1.1,"beijing,mungi","lin2.2.1,asian_african_2/RD142",,SAMEA1117777,2,0.0135104190519807
1.1.2,1.1.2,indo_oceanic,,,SAMEA1117778,1,0.0188341789246997
1.2.2,1.2.2.1,"indo_oceanic,mungi",,,SAMEA1117779,1,0.0165772023997473
3,3.1.1,"east_african_indian,canetti,westafrican1",,,SAMEA1117780,3,0.0195851833830059
4.6.2.2,4.2.1.1.1.2.1.1.1.1.1,"cameroon,beijing",,4.6.2/Cameroon,SAMEA1117781,4,0.0092788240698208
1.1.1.1,1.1.1.1.1,"indo_oceanic,mungi,east_african_indian",,,SAMEA1117782,1,0.0273350215998808
4.8,4.2.1.1.1.1.1.1.i1,canetti,,4.10/PGG3,SAMEA1117783,4,0.0189620758483033
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117784,3,0.0159037754761109
3.1.2.2,3.1.1.i2,"east_african_indian,canetti",,,SAMEA1117785,3,0.011474609375
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMEA1117786,1,0.0214836795252225
2.2.1,2.2.1.1.1,"beijing,indo_oceanic,mungi",lin2.2.1,,SAMEA1117788,2,0.0134279300945967
4.9,4.2.1.1.1.1.1.1.i2,"lam,ghana",,4.10/PGG3,SAMEA1117789,4,0.0073542286814918
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMEA1117790,4,0.0172604114400401
4.6,4.2.1.1.1.2.2.1.1.2,uganda,,4,SAMEA1117791,4,0.0067567567567567
3,3.1.1,"east_african_indian,canetti,ghana",,,SAMEA1117792,3,0.0117707747139373
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117793,4,0.0163432073544433
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117794,4,0.0141313383208645
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117795,4,0.0157232704402515
2.2.1.1,2.2.1.1.1,beijing,"lin2.2.1,pacific_RD150",,SAMEA1117797,2,0.0140832901330568
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMEA1117798,4,0.0149482560367957
3,3.1.1,"east_african_indian,ghana,ethiopian,mungi",,,SAMEA1117799,3,0.0143051226724206
4.6.2,4.2.1.1.1.2.1.1.2,cameroon,,4,SAMEA1117800,4,0.0082936713632722
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117801,3,0.0398116169544741
4.5,4.2.1.1.2,,,4.5,SAMEA1117802,4,0.0087209302325581
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117803,3,0.0154748258530993
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117804,3,0.0177816328743359
3.1.2.1,3.1.1.i2,"east_african_indian,ghana,beijing",,,SAMEA1117805,3,0.0186390532544378
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMEA1117807,4,0.0141345036788434
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117808,4,0.0049380325329202
4.4.1.1,4.2.1.2.2.1.1,stype,,4,SAMEA1117809,4,0.0073219948111847
1.1.3,1.1.1.2,"indo_oceanic,caprae,mungi",,,SAMEA1117812,1,0.0209413439056622
3.1.2,3.1.1.i2,east_african_indian,,,SAMEA1117813,3,0.0108493490390576
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117815,3,0.0127281697089294
2.2.1,2.2.1.1.1,"beijing,canetti,mungi","lin2.2.1,asian_african_2",,SAMEA1117816,2,0.0119760479041916
3.1.2,3.1.1.i2,east_african_indian,,,SAMEA1117817,3,0.0175919579620744
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117818,4,0.0093809716833632
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117819,3,0.0124476500697999
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117820,4,0.0083562226778598
4.9,4.2.1.1.1.1.1.1.i2,canetti,,4.10/PGG3,SAMEA1117821,4,0.0045414157369927
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117822,4,0.0110849262459631
1.1.2,1.1.2,"indo_oceanic,canetti",,,SAMEA1117825,1,0.0202150537634408
4.1.2,4.1.i1.1.1.1,"haarlem,canetti,xtype",,4,SAMEA1117826,4,0.0205309734513274
4.4.1.1,4.2.1.2.2.1.1,stype,,4,SAMEA1117827,4,0.0076412262348767
BOV_AFRI,,"bovis,ghana,mungi",,,SAMEA1117828,BOV_AFRI,0.0118033825801085
3,3.1.1,"east_african_indian,suricattae,ghana,mungi",,,SAMEA1117829,3,0.0143910143910143
1.2.1,1.2.1.1.1,"indo_oceanic,mungi",,,SAMEA1117830,1,0.0175478927203065
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMEA1117831,4,0.0184410001131349
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117832,3,0.0051370478140604
4.3.1,4.2.1.2.1.1.i2,"lam,canetti",,4.3/LAM,SAMEA1117833,4,0.0086052105566283
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1117834,2,0.0107871228720714
3,3.1.1,east_african_indian,,,SAMEA1117835,3,0.0136671987230646
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117836,4,0.0156945681211041
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117837,4,0.014721163837894
3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,SAMEA1117838,3,0.0114527910541978
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117839,3,0.0078372830752005
4.1.1.2,4.1.i1.2.1,xtype,,4,SAMEA1117840,4,0.0287594876660341
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117841,3,0.0149821932948544
4.3.3,4.2.1.2.1.1.i4.2,"lam,canetti",,4.3/LAM,SAMEA1117843,4,0.0106183635227982
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117844,3,0.0093600348280365
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117845,3,0.0253897550111358
4.1.1.1,4.1.i1.2.1,"xtype,east_african_indian",,4,SAMEA1117846,4,0.010131418977595
1.1.2,1.1.2,"indo_oceanic,east_african_indian,mungi",,,SAMEA1117847,1,0.0301568890788108
4.6.1.1,4.2.1.1.1.2.2.1.1.1.1,uganda,,4.6.1/Uganda,SAMEA1117848,4,0.0057597366977509
4.1.1.3,4.1.i1.2.1,xtype,,4,SAMEA1117849,4,0.0217430368373764
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117851,3,0.0121808386038884
3,3.1.1,"east_african_indian,mungi",,,SAMEA1117852,3,0.0129300735676599
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117854,4,0.0084611537179059
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117855,4,0.0222358938301986
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117858,3,0.0142955563210471
1.1.3,1.1.1.2,"indo_oceanic,mungi",,,SAMEA1117859,1,0.0205598898577329
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117860,3,0.0148672055427251
3,3.1.1,"east_african_indian,westafrican2,ghana",,,SAMEA1117861,3,0.0121543603767851
2.2.1,2.2.1.1.1,"beijing,ethiopian,mungi","lin2.2.1,asian_african_2",,SAMEA1117862,2,0.0132810141865378
3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,SAMEA1117864,3,0.0139885222381635
4.1.2.1,4.1.i1.1.1.1,haarlem,,4.1.2/Haarlem,SAMEA1117865,4,0.1321883040122383
3,3.2.1,"east_african_indian,suricattae,ghana,mungi",,,SAMEA1117866,3,0.0090319452021579
4.1.1.3,4.1.i1.2.1,"xtype,canetti",,4,SAMEA1117867,4,0.0149142653012622
4.6.2.1,4.2.1.1.1.2.1.1.1.2,"cameroon,orygis",,4,SAMEA1117868,4,0.0124907930272526
3,3.1.1,"east_african_indian,ghana",,,SAMEA1117869,3,0.013116236996834
4.3.3,4.2.1.2.1.1.i4.1,lam,,4.3/LAM,SAMEA1117870,4,0.0086662749706227
1.2.1,1.2.1.1.1,"indo_oceanic,mungi,east_african_indian",,,SAMEA1117871,1,0.0148680253925826
4.5,4.2.1.1.2,,,4.5,SAMEA1117872,4,0.0073059921414538
1.1.3,1.1.1.2,"indo_oceanic,mungi",,,SAMEA1117873,1,0.0201244645599288
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMEA1117874,1,0.0273972602739726
4.3.3,4.2.1.2.1.1.i4.1,"lam,ghana",,4.3/LAM,SAMEA1117875,4,0.0066545674531155
3,3.1.1,"east_african_indian,ghana,mungi,pinipedii",,,SAMEA1117876,3,0.0167424555601488
3,3.1.1,"east_african_indian,indo_oceanic",,,SAMEA1117877,3,0.1630806354313291
3,3.1.1,"east_african_indian,indo_oceanic",,,SAMEA1117878,3,0.0196750801056832
1.1.3,1.1.1.2,"indo_oceanic,mungi",,,SAMEA1117879,1,0.0201040681173131
1.1.2,1.1.2,"indo_oceanic,canetti,beijing,mungi",,,SAMEA1117880,1,0.0229837599779796
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1117881,2,0.0116092379893787
3,3.1.1,"east_african_indian,mungi,canetti",,,SAMEA1117882,3,0.0203070228454007
4.6.2.2,4.2.1.1.1.2.1.1.1.1.1,cameroon,,4.6.2/Cameroon,SAMEA1117883,4,0.0082228389351423
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117884,3,0.0169749949176661
4.3.2,4.2.1.2.1.1.i1,lam,,4.3/LAM,SAMEA1117885,4,0.0079355314960629
3,3.1.1,"east_african_indian,canetti",,,SAMEA1117886,3,0.0203584054614165
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117887,4,0.0074554608830364
3.1.1,3.1.1.i1,"east_african_indian,ghana,mungi",,,SAMEA1117888,3,0.0102718276337216
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117889,3,0.0072794571252313
3,3.1.1,east_african_indian,,,SAMEA1117890,3,0.0102266955999815
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117891,4,0.0072652818599121
4.1.1.2,4.1.i1.2.1,xtype,,4,SAMEA1117892,4,0.0306865671641791
4.3.4.2.1,4.2.1.2.1.1.i3.1,"lam,ghana",,4.3/LAM,SAMEA1117894,4,0.0049059689288634
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117896,4,0.0063352303232041
4.6.2.2,4.2.1.1.1.2.1.1.1.1.1,cameroon,,4.6.2/Cameroon,SAMEA1117897,4,0.0078353779184804
4.8,4.2.1.1.1.1.1.1.i1,,,4.10/PGG3,SAMEA1117898,4,0.0056869066809958
2.2.1,2.2.1.1.1.i3,"beijing,mungi","lin2.2.1,central_asia",,SAMEA1117899,2,0.0071652485445588
4.1.1.2,4.1.i1.2.1,xtype,,4,SAMEA1117900,4,0.0230706258837538
3.1.2,3.1.1.i2,"east_african_indian,ghana,mungi,orygis",,,SAMEA1117901,3,0.0183722527472527
3,3.1.1,"east_african_indian,ghana,mungi",,,SAMEA1117902,3,0.0109067788320453
3,3.1.1,"east_african_indian,dassie,ghana,mungi",,,SAMEA1117903,3,0.010357415739876
4.4,4.2.1.2.2.2,"stype,canetti",,4,SAMEA1117904,4,0.0076273696682464
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMEA1117905,1,0.0198796024079518
4.5,4.2.1.1.2,canetti,,4.5,SAMEA1117906,4,0.008225616921269
1.1.2,1.1.2,"indo_oceanic,mungi",,,SAMEA1117907,1,0.0201558441558441
3.1.2.2,3.1.1.i2,"east_african_indian,ghana,canetti",,,SAMEA1117908,3,0.0203872291319399
4.1.1.3,4.1.i1.2.1,"xtype,indo_oceanic",,4,SAMEA1117909,4,0.0175169415675744
